suite	backend	ref	commit	toolchain	repeat	file	proof	vc	goal_hash	status	category	milliseconds	message	goal
cashmere	duper	616f9cd8db660dcd74a1c92b0d19bb50420e1c59	616f9cd8db660dcd74a1c92b0d19bb50420e1c59	leanprover/lean4:v4.32.2	1	CaseStudies/Cashmere/Cashmere.lean	withdrawSessionTot_correct	15214630116673553496	15214630116673553496	fail	tactic	1367	Duper failed to solve the goal and determined that it will be unable to do so with the current configuration of options and selection of premises	i + ↑amounts.sum = balanceOld
cashmere	duper	616f9cd8db660dcd74a1c92b0d19bb50420e1c59	616f9cd8db660dcd74a1c92b0d19bb50420e1c59	leanprover/lean4:v4.32.2	1	CaseStudies/Cashmere/Cashmere.lean	withdrawSessionExcept_correct	12346872860079934512	12346872860079934512	fail	tactic	7498	Duper failed to solve the goal and determined that it will be unable to do so with the current configuration of options and selection of premises	False
cashmere	duper	616f9cd8db660dcd74a1c92b0d19bb50420e1c59	616f9cd8db660dcd74a1c92b0d19bb50420e1c59	leanprover/lean4:v4.32.2	1	CaseStudies/Cashmere/Cashmere.lean	withdrawSessionExcept_correct	11756138257855701010	11756138257855701010	fail	tactic	1595	Duper failed to solve the goal and determined that it will be unable to do so with the current configuration of options and selection of premises	balance - ↑tmp.head! + ↑amounts.sum = x + ↑tmp.tail.sum
cashmere	duper	616f9cd8db660dcd74a1c92b0d19bb50420e1c59	616f9cd8db660dcd74a1c92b0d19bb50420e1c59	leanprover/lean4:v4.32.2	1	CaseStudies/Cashmere/Cashmere.lean	withdrawSessionExcept_correct	12800241106604992563	12800241106604992563	fail	tactic	1263	Duper failed to solve the goal and determined that it will be unable to do so with the current configuration of options and selection of premises	balance - ↑tmp.head! ≥ ↑tmp.tail.sum
cashmere	duper	616f9cd8db660dcd74a1c92b0d19bb50420e1c59	616f9cd8db660dcd74a1c92b0d19bb50420e1c59	leanprover/lean4:v4.32.2	1	CaseStudies/Cashmere/Cashmere.lean	withdrawSessionExcept_correct	2592897230707726799	2592897230707726799	pass	-	201	-	tmp.tail.length < tmp.length
cashmere	duper	616f9cd8db660dcd74a1c92b0d19bb50420e1c59	616f9cd8db660dcd74a1c92b0d19bb50420e1c59	leanprover/lean4:v4.32.2	1	CaseStudies/Cashmere/Cashmere.lean	withdrawSessionExcept_correct	2825169037077011539	2825169037077011539	pass	-	3	-	balance + ↑amounts.sum = x + ↑tmp.sum
cashmere	duper	616f9cd8db660dcd74a1c92b0d19bb50420e1c59	616f9cd8db660dcd74a1c92b0d19bb50420e1c59	leanprover/lean4:v4.32.2	1	CaseStudies/Cashmere/Cashmere.lean	withdrawSessionExcept_correct	14810769858554953377	14810769858554953377	pass	-	2	-	balance ≥ ↑tmp.sum
cashmere	duper	616f9cd8db660dcd74a1c92b0d19bb50420e1c59	616f9cd8db660dcd74a1c92b0d19bb50420e1c59	leanprover/lean4:v4.32.2	1	CaseStudies/Cashmere/Cashmere.lean	withdrawSessionExcept_correct	14833385480787993856	14833385480787993856	pass	-	129	-	¬tmp.nonEmpty
cashmere	duper	616f9cd8db660dcd74a1c92b0d19bb50420e1c59	616f9cd8db660dcd74a1c92b0d19bb50420e1c59	leanprover/lean4:v4.32.2	1	CaseStudies/Cashmere/Cashmere.lean	withdrawSessionExcept_correct	8275436438937433806	8275436438937433806	pass	-	2	-	x ≥ ↑amounts.sum
cashmere	duper	616f9cd8db660dcd74a1c92b0d19bb50420e1c59	616f9cd8db660dcd74a1c92b0d19bb50420e1c59	leanprover/lean4:v4.32.2	1	CaseStudies/Cashmere/Cashmere.lean	withdrawSessionExcept_correct	15214630116673553496	15214630116673553496	fail	tactic	1497	Duper failed to solve the goal and determined that it will be unable to do so with the current configuration of options and selection of premises	i + ↑amounts.sum = balanceOld
cashmere	duper	616f9cd8db660dcd74a1c92b0d19bb50420e1c59	616f9cd8db660dcd74a1c92b0d19bb50420e1c59	leanprover/lean4:v4.32.2	1	CaseStudies/Cashmere/Cashmere.lean	withdrawSessionExcept_correct	684110104125275636	684110104125275636	pass	-	189	-	i ≥ 0
cashmere	duper	616f9cd8db660dcd74a1c92b0d19bb50420e1c59	616f9cd8db660dcd74a1c92b0d19bb50420e1c59	leanprover/lean4:v4.32.2	1	CaseStudies/Cashmere/Cashmere.lean	withdrawSessionNonDet_correct	10455387604875970312	10455387604875970312	pass	-	12280	-	∃ h, ↑h.sum ≤ x
cashmere	duper	616f9cd8db660dcd74a1c92b0d19bb50420e1c59	616f9cd8db660dcd74a1c92b0d19bb50420e1c59	leanprover/lean4:v4.32.2	1	CaseStudies/Cashmere/Cashmere.lean	withdrawSessionNonDet_correct	12346872860079934512	12346872860079934512	fail	tactic	1061	Duper failed to solve the goal and determined that it will be unable to do so with the current configuration of options and selection of premises	False
cashmere	duper	616f9cd8db660dcd74a1c92b0d19bb50420e1c59	616f9cd8db660dcd74a1c92b0d19bb50420e1c59	leanprover/lean4:v4.32.2	1	CaseStudies/Cashmere/Cashmere.lean	withdrawSessionNonDet_correct	9920644537135092340	9920644537135092340	fail	tactic	1505	Duper failed to solve the goal and determined that it will be unable to do so with the current configuration of options and selection of premises	balance - ↑tmp.head! + ↑i_1.sum = x + ↑tmp.tail.sum
cashmere	duper	616f9cd8db660dcd74a1c92b0d19bb50420e1c59	616f9cd8db660dcd74a1c92b0d19bb50420e1c59	leanprover/lean4:v4.32.2	1	CaseStudies/Cashmere/Cashmere.lean	withdrawSessionNonDet_correct	2592897230707726799	2592897230707726799	pass	-	159	-	tmp.tail.length < tmp.length
cashmere	duper	616f9cd8db660dcd74a1c92b0d19bb50420e1c59	616f9cd8db660dcd74a1c92b0d19bb50420e1c59	leanprover/lean4:v4.32.2	1	CaseStudies/Cashmere/Cashmere.lean	withdrawSessionNonDet_correct	8954427794409453576	8954427794409453576	pass	-	3	-	balance + ↑i_1.sum = x + ↑tmp.sum
cashmere	duper	616f9cd8db660dcd74a1c92b0d19bb50420e1c59	616f9cd8db660dcd74a1c92b0d19bb50420e1c59	leanprover/lean4:v4.32.2	1	CaseStudies/Cashmere/Cashmere.lean	withdrawSessionNonDet_correct	14833385480787993856	14833385480787993856	pass	-	128	-	¬tmp.nonEmpty
cashmere	duper	616f9cd8db660dcd74a1c92b0d19bb50420e1c59	616f9cd8db660dcd74a1c92b0d19bb50420e1c59	leanprover/lean4:v4.32.2	1	CaseStudies/Cashmere/Cashmere.lean	withdrawSessionNonDet_correct	5928940248694370277	5928940248694370277	fail	tactic	1437	Duper failed to solve the goal and determined that it will be unable to do so with the current configuration of options and selection of premises	i_3 + ↑i_1.sum = balanceOld
cashmere	duper	616f9cd8db660dcd74a1c92b0d19bb50420e1c59	616f9cd8db660dcd74a1c92b0d19bb50420e1c59	leanprover/lean4:v4.32.2	1	CaseStudies/Cashmere/Cashmere.lean	withdrawSessionNonDet_correct	12566989642252477834	12566989642252477834	fail	tactic	1203	Duper failed to solve the goal and determined that it will be unable to do so with the current configuration of options and selection of premises	i_3 ≥ 0
cashmere	duper	616f9cd8db660dcd74a1c92b0d19bb50420e1c59	616f9cd8db660dcd74a1c92b0d19bb50420e1c59	leanprover/lean4:v4.32.2	1	CaseStudies/Cashmere/CashmereIncorrectnessLogic.lean	withdrawSessionAngelic_correct	9427426964918022923	9427426964918022923	pass	-	1	-	True
cashmere	duper	616f9cd8db660dcd74a1c92b0d19bb50420e1c59	616f9cd8db660dcd74a1c92b0d19bb50420e1c59	leanprover/lean4:v4.32.2	1	CaseStudies/Cashmere/CashmereIncorrectnessLogic.lean	withdrawSessionAngelic_correct	1587904245978985587	1587904245978985587	fail	tactic	1287	Duper failed to solve the goal and determined that it will be unable to do so with the current configuration of options and selection of premises	balance - ↑amounts.head! ≥ 0
cashmere	duper	616f9cd8db660dcd74a1c92b0d19bb50420e1c59	616f9cd8db660dcd74a1c92b0d19bb50420e1c59	leanprover/lean4:v4.32.2	1	CaseStudies/Cashmere/CashmereIncorrectnessLogic.lean	withdrawSessionAngelic_correct	12290697138917920290	12290697138917920290	fail	tactic	1479	Duper failed to solve the goal and determined that it will be unable to do so with the current configuration of options and selection of premises	balance - ↑amounts.head! < ↑amounts.tail.sum
cashmere	duper	616f9cd8db660dcd74a1c92b0d19bb50420e1c59	616f9cd8db660dcd74a1c92b0d19bb50420e1c59	leanprover/lean4:v4.32.2	1	CaseStudies/Cashmere/CashmereIncorrectnessLogic.lean	withdrawSessionAngelic_correct	6449264834289021715	6449264834289021715	pass	-	248	-	amounts.tail.length < amounts.length
cashmere	duper	616f9cd8db660dcd74a1c92b0d19bb50420e1c59	616f9cd8db660dcd74a1c92b0d19bb50420e1c59	leanprover/lean4:v4.32.2	1	CaseStudies/Cashmere/CashmereIncorrectnessLogic.lean	withdrawSessionAngelic_correct	11664442347342473650	11664442347342473650	pass	-	2	-	balance ≥ 0
cashmere	duper	616f9cd8db660dcd74a1c92b0d19bb50420e1c59	616f9cd8db660dcd74a1c92b0d19bb50420e1c59	leanprover/lean4:v4.32.2	1	CaseStudies/Cashmere/CashmereIncorrectnessLogic.lean	withdrawSessionAngelic_correct	6579164554781296205	6579164554781296205	pass	-	1	-	balance < ↑amounts.sum
cashmere	duper	616f9cd8db660dcd74a1c92b0d19bb50420e1c59	616f9cd8db660dcd74a1c92b0d19bb50420e1c59	leanprover/lean4:v4.32.2	1	CaseStudies/Cashmere/CashmereIncorrectnessLogic.lean	withdrawSessionAngelic_correct	7126761714196821540	7126761714196821540	pass	-	217	-	¬amounts.nonEmpty
cashmere	duper	616f9cd8db660dcd74a1c92b0d19bb50420e1c59	616f9cd8db660dcd74a1c92b0d19bb50420e1c59	leanprover/lean4:v4.32.2	1	CaseStudies/Cashmere/CashmereIncorrectnessLogic.lean	withdrawSessionAngelic_correct	2232656262363782188	2232656262363782188	fail	tactic	1057	Duper failed to solve the goal and determined that it will be unable to do so with the current configuration of options and selection of premises	x ≥ 0
cashmere	duper	616f9cd8db660dcd74a1c92b0d19bb50420e1c59	616f9cd8db660dcd74a1c92b0d19bb50420e1c59	leanprover/lean4:v4.32.2	1	CaseStudies/Cashmere/CashmereIncorrectnessLogic.lean	withdrawSessionAngelic_correct	15183118018364320695	15183118018364320695	pass	-	133	-	∃ x_1, x < ↑x_1.sum
cashmere	duper	616f9cd8db660dcd74a1c92b0d19bb50420e1c59	616f9cd8db660dcd74a1c92b0d19bb50420e1c59	leanprover/lean4:v4.32.2	1	CaseStudies/Cashmere/CashmereIncorrectnessLogic.lean	withdrawSessionAngelic_correct	12346872860079934512	12346872860079934512	fail	tactic	1275	Duper failed to solve the goal and determined that it will be unable to do so with the current configuration of options and selection of premises	False
velvet	duper	5a1180338958908323a921255a8d158cf1f26c95	5a1180338958908323a921255a8d158cf1f26c95	leanprover/lean4:v4.32.2	1	Velvet/Examples/EncodeDecodeStr.lean	decodeStr'_correct	4325354716326072573	4325354716326072573	fail	tactic	488	Duper failed to solve the goal and determined that it will be unable to do so with the current configuration of options and selection of premises	0 ≤ i + 1 ∧ i + 1 ≤ encoded_str.size
velvet	duper	5a1180338958908323a921255a8d158cf1f26c95	5a1180338958908323a921255a8d158cf1f26c95	leanprover/lean4:v4.32.2	1	Velvet/Examples/EncodeDecodeStr.lean	decodeStr'_correct	3233717574493770211	3233717574493770211	fail	tactic	484	Duper failed to solve the goal and determined that it will be unable to do so with the current configuration of options and selection of premises	(decoded ++ Array.replicate encoded_str[i]!.cnt encoded_str[i]!.c).size =   get_cnt_sum (encoded_str.extract 0 (i + 1)).toList
velvet	duper	5a1180338958908323a921255a8d158cf1f26c95	5a1180338958908323a921255a8d158cf1f26c95	leanprover/lean4:v4.32.2	1	Velvet/Examples/EncodeDecodeStr.lean	decodeStr'_correct	14557075163885871591	14557075163885871591	pass	-	107	-	0 ≤ i ∧ i ≤ encoded_str.size
velvet	duper	5a1180338958908323a921255a8d158cf1f26c95	5a1180338958908323a921255a8d158cf1f26c95	leanprover/lean4:v4.32.2	1	Velvet/Examples/EncodeDecodeStr.lean	decodeStr'_correct	6384732382134649439	6384732382134649439	pass	-	2	-	decoded.size = get_cnt_sum (encoded_str.extract 0 i).toList
velvet	duper	5a1180338958908323a921255a8d158cf1f26c95	5a1180338958908323a921255a8d158cf1f26c95	leanprover/lean4:v4.32.2	1	Velvet/Examples/EncodeDecodeStr.lean	decodeStr'_correct	13851523499043008614	13851523499043008614	fail	tactic	244	Duper failed to solve the goal and determined that it will be unable to do so with the current configuration of options and selection of premises	i = encoded_str.size
velvet	duper	5a1180338958908323a921255a8d158cf1f26c95	5a1180338958908323a921255a8d158cf1f26c95	leanprover/lean4:v4.32.2	1	Velvet/Examples/EncodeDecodeStr.lean	decodeStr'_correct	8816666150414203262	8816666150414203262	pass	-	115	-	0 ≤ 0 ∧ 0 ≤ encoded_str.size
velvet	duper	5a1180338958908323a921255a8d158cf1f26c95	5a1180338958908323a921255a8d158cf1f26c95	leanprover/lean4:v4.32.2	1	Velvet/Examples/EncodeDecodeStr.lean	decodeStr'_correct	7432640679462075544	7432640679462075544	fail	tactic	77	Duper failed to solve the goal and determined that it will be unable to do so with the current configuration of options and selection of premises	(Array.replicate 0 'x').size = get_cnt_sum (encoded_str.extract 0 0).toList
velvet	duper	5a1180338958908323a921255a8d158cf1f26c95	5a1180338958908323a921255a8d158cf1f26c95	leanprover/lean4:v4.32.2	1	Velvet/Examples/EncodeDecodeStr.lean	decodeStr'_correct	9639754685172097330	9639754685172097330	fail	tactic	338	Duper failed to solve the goal and determined that it will be unable to do so with the current configuration of options and selection of premises	i_1.size = get_cnt_sum encoded_str.toList
velvet	duper	5a1180338958908323a921255a8d158cf1f26c95	5a1180338958908323a921255a8d158cf1f26c95	leanprover/lean4:v4.32.2	1	Velvet/Examples/EncodeDecodeStr.lean	encodeStr_correct	10203002127808532242	10203002127808532242	fail	timeout	5612	Duper encountered a (deterministic) timeout. The maximum number of heartbeats 1000000 has been reached (use 'set_option maxHeartbeats <num>' to set the limit)	i < j + 1 ∧ j + 1 ≤ str.size
velvet	duper	5a1180338958908323a921255a8d158cf1f26c95	5a1180338958908323a921255a8d158cf1f26c95	leanprover/lean4:v4.32.2	1	Velvet/Examples/EncodeDecodeStr.lean	encodeStr_correct	15527439877898811686	15527439877898811686	fail	timeout	5597	Duper encountered a (deterministic) timeout. The maximum number of heartbeats 1000000 has been reached (use 'set_option maxHeartbeats <num>' to set the limit)	∀ (k : ℕ), i ≤ k → k < j + 1 → str[k]! = str[i]!
velvet	duper	5a1180338958908323a921255a8d158cf1f26c95	5a1180338958908323a921255a8d158cf1f26c95	leanprover/lean4:v4.32.2	1	Velvet/Examples/EncodeDecodeStr.lean	encodeStr_correct	4253526900314070824	4253526900314070824	pass	-	157	-	i < j ∧ j ≤ str.size
velvet	duper	5a1180338958908323a921255a8d158cf1f26c95	5a1180338958908323a921255a8d158cf1f26c95	leanprover/lean4:v4.32.2	1	Velvet/Examples/EncodeDecodeStr.lean	encodeStr_correct	17087698223479619887	17087698223479619887	pass	-	209	-	∀ (k : ℕ), i ≤ k → k < j → str[k]! = str[i]!
velvet	duper	5a1180338958908323a921255a8d158cf1f26c95	5a1180338958908323a921255a8d158cf1f26c95	leanprover/lean4:v4.32.2	1	Velvet/Examples/EncodeDecodeStr.lean	encodeStr_correct	13168721855841554394	13168721855841554394	pass	-	141	-	¬(j < str.size ∧ (str[j]! == str[i]!) = true)
velvet	duper	5a1180338958908323a921255a8d158cf1f26c95	5a1180338958908323a921255a8d158cf1f26c95	leanprover/lean4:v4.32.2	1	Velvet/Examples/EncodeDecodeStr.lean	encodeStr_correct	8050235650381385355	8050235650381385355	fail	tactic	473	Duper failed to solve the goal and determined that it will be unable to do so with the current configuration of options and selection of premises	i < i + 1 ∧ i + 1 ≤ str.size
velvet	duper	5a1180338958908323a921255a8d158cf1f26c95	5a1180338958908323a921255a8d158cf1f26c95	leanprover/lean4:v4.32.2	1	Velvet/Examples/EncodeDecodeStr.lean	encodeStr_correct	3874562368415809942	3874562368415809942	fail	tactic	440	Duper failed to solve the goal and determined that it will be unable to do so with the current configuration of options and selection of premises	∀ (k : ℕ), i ≤ k → k < i + 1 → str[k]! = str[i]!
velvet	duper	5a1180338958908323a921255a8d158cf1f26c95	5a1180338958908323a921255a8d158cf1f26c95	leanprover/lean4:v4.32.2	1	Velvet/Examples/EncodeDecodeStr.lean	encodeStr_correct	16403843650363689650	16403843650363689650	pass	-	437	-	0 ≤ j ∧ j ≤ str.size
velvet	duper	5a1180338958908323a921255a8d158cf1f26c95	5a1180338958908323a921255a8d158cf1f26c95	leanprover/lean4:v4.32.2	1	Velvet/Examples/EncodeDecodeStr.lean	encodeStr_correct	17528322019345720798	17528322019345720798	fail	tactic	2350	Duper failed to solve the goal and determined that it will be unable to do so with the current configuration of options and selection of premises	decodeStrLean (encoding.push { cnt := j - i, c := str[i]! }) = str.extract 0 j
velvet	duper	5a1180338958908323a921255a8d158cf1f26c95	5a1180338958908323a921255a8d158cf1f26c95	leanprover/lean4:v4.32.2	1	Velvet/Examples/EncodeDecodeStr.lean	encodeStr_correct	14846570717984605519	14846570717984605519	fail	tactic	3225	Duper failed to solve the goal and determined that it will be unable to do so with the current configuration of options and selection of premises	is_valid_run_sequence (encoding.push { cnt := j - i, c := str[i]! })
velvet	duper	5a1180338958908323a921255a8d158cf1f26c95	5a1180338958908323a921255a8d158cf1f26c95	leanprover/lean4:v4.32.2	1	Velvet/Examples/EncodeDecodeStr.lean	encodeStr_correct	17345521196864181404	17345521196864181404	pass	-	96	-	0 ≤ i ∧ i ≤ str.size
velvet	duper	5a1180338958908323a921255a8d158cf1f26c95	5a1180338958908323a921255a8d158cf1f26c95	leanprover/lean4:v4.32.2	1	Velvet/Examples/EncodeDecodeStr.lean	encodeStr_correct	4720720642953332999	4720720642953332999	pass	-	2	-	decodeStrLean encoding = str.extract 0 i
velvet	duper	5a1180338958908323a921255a8d158cf1f26c95	5a1180338958908323a921255a8d158cf1f26c95	leanprover/lean4:v4.32.2	1	Velvet/Examples/EncodeDecodeStr.lean	encodeStr_correct	16873295595722686018	16873295595722686018	fail	tactic	249	Duper failed to solve the goal and determined that it will be unable to do so with the current configuration of options and selection of premises	is_valid_run_sequence encoding
velvet	duper	5a1180338958908323a921255a8d158cf1f26c95	5a1180338958908323a921255a8d158cf1f26c95	leanprover/lean4:v4.32.2	1	Velvet/Examples/EncodeDecodeStr.lean	encodeStr_correct	5769627519083430677	5769627519083430677	pass	-	75	-	¬i < str.size
velvet	duper	5a1180338958908323a921255a8d158cf1f26c95	5a1180338958908323a921255a8d158cf1f26c95	leanprover/lean4:v4.32.2	1	Velvet/Examples/EncodeDecodeStr.lean	encodeStr_correct	15630242782200619292	15630242782200619292	pass	-	42	-	0 ≤ 0 ∧ 0 ≤ str.size
velvet	duper	5a1180338958908323a921255a8d158cf1f26c95	5a1180338958908323a921255a8d158cf1f26c95	leanprover/lean4:v4.32.2	1	Velvet/Examples/EncodeDecodeStr.lean	encodeStr_correct	4390242841053229048	4390242841053229048	pass	-	0	-	decodeStrLean #[] = str.extract 0 0
velvet	duper	5a1180338958908323a921255a8d158cf1f26c95	5a1180338958908323a921255a8d158cf1f26c95	leanprover/lean4:v4.32.2	1	Velvet/Examples/EncodeDecodeStr.lean	encodeStr_correct	4098508629850130765	4098508629850130765	pass	-	109	-	is_valid_run_sequence #[]
velvet	duper	5a1180338958908323a921255a8d158cf1f26c95	5a1180338958908323a921255a8d158cf1f26c95	leanprover/lean4:v4.32.2	1	Velvet/Examples/EncodeDecodeStr.lean	encodeStr_correct	6449688271898666716	6449688271898666716	fail	tactic	301	Duper failed to solve the goal and determined that it will be unable to do so with the current configuration of options and selection of premises	decodeStrLean i_1 = str
velvet	duper	5a1180338958908323a921255a8d158cf1f26c95	5a1180338958908323a921255a8d158cf1f26c95	leanprover/lean4:v4.32.2	1	Velvet/Examples/EncodeDecodeStr.lean	encodeStr_correct	3108445719328028112	3108445719328028112	fail	tactic	350	Duper failed to solve the goal and determined that it will be unable to do so with the current configuration of options and selection of premises	is_valid_run_sequence i_1
velvet	duper	5a1180338958908323a921255a8d158cf1f26c95	5a1180338958908323a921255a8d158cf1f26c95	leanprover/lean4:v4.32.2	1	Velvet/Examples/Examples.lean	insertionSort_correct	6162910358734672275	6162910358734672275	pass	-	8	-	((arr_1.set! (mind - 1) arr_1[mind]!).set! mind arr_1[mind - 1]!).size = arrOld.size
velvet	duper	5a1180338958908323a921255a8d158cf1f26c95	5a1180338958908323a921255a8d158cf1f26c95	leanprover/lean4:v4.32.2	1	Velvet/Examples/Examples.lean	insertionSort_correct	1066791641437412485	1066791641437412485	fail	timeout	7994	Duper encountered a (deterministic) timeout. The maximum number of heartbeats 1000000 has been reached (use 'set_option maxHeartbeats <num>' to set the limit)	mind - 1 ≤ n
velvet	duper	5a1180338958908323a921255a8d158cf1f26c95	5a1180338958908323a921255a8d158cf1f26c95	leanprover/lean4:v4.32.2	1	Velvet/Examples/Examples.lean	insertionSort_correct	9866248891257573647	9866248891257573647	fail	timeout	7036	Duper encountered a (deterministic) timeout. The maximum number of heartbeats 1000000 has been reached (use 'set_option maxHeartbeats <num>' to set the limit)	∀ (i j : ℕ),   0 ≤ i →     i < j →       j ≤ n →         j ≠ mind - 1 →           ((arr_1.set! (mind - 1) arr_1[mind]!).set! mind arr_1[mind - 1]!)[i]! ≤             ((arr_1.set! (mind - 1) arr_1[mind]!).set! mind arr_1[mind - 1]!)[j]!
velvet	duper	5a1180338958908323a921255a8d158cf1f26c95	5a1180338958908323a921255a8d158cf1f26c95	leanprover/lean4:v4.32.2	1	Velvet/Examples/Examples.lean	insertionSort_correct	18360837223612973524	18360837223612973524	fail	timeout	9351	Duper encountered a (deterministic) timeout. The maximum number of heartbeats 1000000 has been reached (use 'set_option maxHeartbeats <num>' to set the limit)	((arr_1.set! (mind - 1) arr_1[mind]!).set! mind arr_1[mind - 1]!).toMultiset = arrOld.toMultiset
velvet	duper	5a1180338958908323a921255a8d158cf1f26c95	5a1180338958908323a921255a8d158cf1f26c95	leanprover/lean4:v4.32.2	1	Velvet/Examples/Examples.lean	insertionSort_correct	5794584936190196715	5794584936190196715	pass	-	7	-	arr_1.size = arrOld.size
velvet	duper	5a1180338958908323a921255a8d158cf1f26c95	5a1180338958908323a921255a8d158cf1f26c95	leanprover/lean4:v4.32.2	1	Velvet/Examples/Examples.lean	insertionSort_correct	1066791641437412485	1066791641437412485	fail	timeout	8770	Duper encountered a (deterministic) timeout. The maximum number of heartbeats 1000000 has been reached (use 'set_option maxHeartbeats <num>' to set the limit)	mind - 1 ≤ n
velvet	duper	5a1180338958908323a921255a8d158cf1f26c95	5a1180338958908323a921255a8d158cf1f26c95	leanprover/lean4:v4.32.2	1	Velvet/Examples/Examples.lean	insertionSort_correct	14825588553610653054	14825588553610653054	fail	timeout	9304	Duper encountered a (deterministic) timeout. The maximum number of heartbeats 1000000 has been reached (use 'set_option maxHeartbeats <num>' to set the limit)	∀ (i j : ℕ), 0 ≤ i → i < j → j ≤ n → j ≠ mind - 1 → arr_1[i]! ≤ arr_1[j]!
